Time,X_axis,Y_axis,Z_axis,W_axis
2023-08-03 18:10,0.02096098,0.03085542,-0.005119112,0.9992909
2023-08-03 18:10,0.02097513,0.03085785,-0.005117735,0.9992906
2023-08-03 18:11,0.02098419,0.0308526,-0.005181288,0.9992903
2023-08-03 18:11,0.02100643,0.03092263,-0.005108431,0.999288
2023-08-03 18:11,0.02093321,0.03089572,-0.005167359,0.99929
2023-08-03 18:11,0.02096449,0.03091252,-0.005126721,0.999289
2023-08-03 18:11,0.02094202,0.0308649,-0.005147617,0.9992909
2023-08-03 18:11,0.02097296,0.03096225,-0.005114797,0.9992874
2023-08-03 18:12,0.02094422,0.03089962,-0.00514015,0.9992898
2023-08-03 18:12,0.02094422,0.03087367,-0.005161081,0.9992905
2023-08-03 18:12,0.02095881,0.03083382,-0.00513441,0.9992915
2023-08-03 18:12,0.02095938,0.03084941,-0.005116003,0.9992911
2023-08-03 18:12,0.02101415,0.03087868,-0.005117057,0.9992891
2023-08-03 18:12,0.02100422,0.03090852,-0.005113133,0.9992884
2023-08-03 18:13,0.02096687,0.03096706,-0.005190614,0.999287
2023-08-03 18:13,0.02094973,0.03098455,-0.005182373,0.9992869
2023-08-03 18:13,0.02100727,0.03101866,-0.00512349,0.9992849
2023-08-03 18:13,0.02097019,0.03106744,-0.005154618,0.999284
2023-08-03 18:13,0.0209787,0.0311009,-0.005160955,0.9992827
2023-08-03 18:13,0.02098603,0.0310624,-0.005147063,0.9992839
2023-08-03 18:14,0.02096505,0.03104513,-0.005162387,0.9992848
2023-08-03 18:14,0.02094835,0.03102434,-0.005175788,0.9992856
2023-08-03 18:14,0.02093931,0.03104767,-0.005139666,0.9992853
2023-08-03 18:14,0.02091542,0.03106475,-0.005153652,0.9992853
2023-08-03 18:14,0.02096776,0.03116618,-0.005177813,0.9992808
2023-08-03 18:14,0.02091722,0.03111,-0.005160089,0.9992837
2023-08-03 18:15,0.02099037,0.03108041,-0.005167726,0.9992831
2023-08-03 18:15,0.02091516,0.03103653,-0.005153134,0.9992861
2023-08-03 18:15,0.02094692,0.03108618,-0.005154865,0.9992839
2023-08-03 18:15,0.02099969,0.03108556,-0.005164834,0.9992827
2023-08-03 18:15,0.0209036,0.03110408,-0.005168538,0.9992841
2023-08-03 18:15,0.02096685,0.03110796,-0.00519196,0.9992827
2023-08-03 18:16,0.02096855,0.03116255,-0.005185057,0.9992809
2023-08-03 18:16,0.02090597,0.03119691,-0.005196274,0.9992811
2023-08-03 18:16,0.0209092,0.03116099,-0.005202834,0.9992821
2023-08-03 18:16,0.02096437,0.03111911,-0.005160882,0.9992824
2023-08-03 18:16,0.02096676,0.03121368,-0.005151647,0.9992795
2023-08-03 18:16,0.02089416,0.03121271,-0.005175633,0.9992809
2023-08-03 18:17,0.02091369,0.03117607,-0.00517382,0.9992816
2023-08-03 18:17,0.02096801,0.03118791,-0.005138691,0.9992804
2023-08-03 18:17,0.0209488,0.03124954,-0.005171374,0.9992787
2023-08-03 18:17,0.02094959,0.0311959,-0.005132422,0.9992806
2023-08-03 18:17,0.02091288,0.03115964,-0.005174445,0.9992822
2023-08-03 18:17,0.02093923,0.03120798,-0.005183221,0.9992801
2023-08-03 18:18,0.02096727,0.03121111,-0.005137599,0.9992797
2023-08-03 18:18,0.02091233,0.03122255,-0.00518512,0.9992803
2023-08-03 18:18,0.02096027,0.03123557,-0.005155877,0.9992789
2023-08-03 18:18,0.02094132,0.03123849,-0.005182169,0.9992791
2023-08-03 18:18,0.02094922,0.03122822,-0.005203825,0.9992791
2023-08-03 18:18,0.02093828,0.03127176,-0.005174492,0.9992782
2023-08-03 18:19,0.02093338,0.03120122,-0.005160151,0.9992806
2023-08-03 18:19,0.02095593,0.0312132,-0.005174443,0.9992796
